									Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count
1176	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0201681 PE=4 SV=1	tr|Q55EC2|Q55EC2_DICDI		49 kDa	true	unknown	3	3	1	0	1	0	1	0	0	0	0	1	0	0	0	2
1177	true	Empty	Neutral ceramidase A OS=Dictyostelium discoideum GN=dcd2A PE=1 SV=1	sp|Q54BK2|NCSEA_DICDI		78 kDa	true	unknown	0	1	3	0	1	4	3	0	0	0	0	0	0	0	0	3
1178	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168996 PE=4 SV=1	tr|Q86L27|Q86L27_DICDI		44 kDa		unknown	1	3	1	0	1	1	2	0	0	5	0	1	0	0	3	0
1179	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204937 PE=4 SV=1	tr|Q54S23|Q54S23_DICDI		126 kDa	true	unknown	0	0	1	1	0	3	2	0	0	0	0	0	0	2	0	1
1180	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204618 PE=4 SV=1	tr|Q54TK2|Q54TK2_DICDI		46 kDa	true	unknown	2	6	0	0	1	1	1	0	0	3	0	0	0	0	0	0
1181	true	Empty	Protein NipSnap homolog OS=Dictyostelium discoideum GN=nipsnap PE=3 SV=1	sp|Q54I58|NIPSN_DICDI		26 kDa	true	unknown	2	2	1	0	1	0	2	0	0	0	0	1	0	0	2	0
1182	true	Empty	Eukaryotic translation initiation factor 3 subunit F OS=Dictyostelium discoideum GN=eif3f PE=3 SV=1	sp|Q54C49|EIF3F_DICDI		32 kDa		unknown	2	2	0	0	0	1	4	0	0	0	0	0	0	0	5	1
1183	true	Empty	Bifunctional polymyxin resistance arnA p	sp|P77398|ARNA_ECOLI		74 kDa	true	unknown	0	0	0	0	0	2	0	0	0	1	9	1	3	1	0	0
1184	true	Empty	Heat shock 70-related protein 5 OS=Dictyostelium discoideum GN=DDB_G0285709 PE=3 SV=1	sp|Q54MR6|HS7C5_DICDI		57 kDa	true	unknown	0	1	0	0	1	1	0	1	0	0	3	2	0	0	0	0
1185	true	Empty	DOCK family protein OS=Dictyostelium discoideum GN=docB PE=4 SV=1	rtr|Q55BQ8|Q55BQ8_DICDI		?	true	unknown	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2
1186	true	Empty	ABC transporter G family member 9 OS=Dictyostelium discoideum GN=abcG9 PE=3 SV=1	sp|Q8T683|ABCG9_DICDI		164 kDa	true	unknown	0	0	0	0	0	2	1	0	0	0	2	0	0	0	1	4
1187	true	Empty	ORF1740 OS=Dictyostelium discoideum PE=4 SV=1	tr|Q23891|Q23891_DICDI		207 kDa	true	unknown	1	0	0	0	0	1	0	0	0	4	0	1	0	0	1	1
1188	true	Empty	Probable serine/threonine-protein kinase kinX OS=Dictyostelium discoideum GN=kinX PE=3 SV=2	sp|Q23915|KINX_DICDI		127 kDa		unknown	1	2	0	0	1	1	1	0	0	3	0	0	0	2	0	5
1189	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183829 PE=4 SV=1	tr|Q54EU0|Q54EU0_DICDI		46 kDa		unknown	1	1	2	0	2	1	2	0	0	2	2	0	0	0	1	2
1190	true	Empty	Ubiquitin-protein ligase domain-containing protein OS=Dictyostelium discoideum GN=DDB_0187369 PE=4 SV=1	tr|Q54KP2|Q54KP2_DICDI		210 kDa	true	unknown	0	0	0	0	0	3	0	0	0	0	1	5	0	0	1	0
1191	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189873 PE=4 SV=1	tr|Q55F80|Q55F80_DICDI		99 kDa		unknown	2	2	1	0	1	6	0	0	0	0	0	0	0	0	0	4
1192	true	Empty	Probable ATP-dependent RNA helicase ddx1 OS=Dictyostelium discoideum GN=ddx1 PE=3 SV=1	sp|Q55CP6|DDX1_DICDI		85 kDa		unknown	0	2	0	0	0	4	1	3	0	2	0	0	0	0	0	2
1193	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191675 PE=4 SV=1	tr|Q54CK0|Q54CK0_DICDI		14 kDa		unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1194	true	Empty	D-aspartate oxidase OS=Dictyostelium discoideum GN=ddo-1 PE=3 SV=1	sp|Q556W1|OXDD_DICDI		39 kDa	true	unknown	2	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1
1195	true	Empty	30S ribosomal protein S13.	sp|P0A7S9|RS13_ECOLI		13 kDa		unknown	0	0	4	1	0	0	0	0	0	1	1	0	0	4	3	0
1196	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168980 PE=4 SV=1	tr|Q86B07|Q86B07_DICDI		64 kDa		unknown	0	0	5	0	3	0	6	1	0	0	0	1	0	0	0	0
1197	true	Empty	30S ribosomal protein S11.	sp|P0A7R9|RS11_ECOLI		14 kDa		unknown	0	0	4	0	0	1	0	0	0	1	0	1	0	2	3	0
1198	true	Empty	Interaptin OS=Dictyostelium discoideum GN=abpD PE=1 SV=1	sp|O76329|ACTNB_DICDI		204 kDa	true	unknown	0	0	2	0	1	1	0	0	0	1	0	0	0	0	2	3
1199	true	Empty	Comitin OS=Dictyostelium discoideum GN=comA PE=1 SV=1	sp|Q03380|COMI_DICDI		21 kDa		unknown	1	1	5	1	1	1	1	0	0	0	0	1	0	0	2	1
1200	true	Empty	Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0190188 PE=3 SV=1	tr|Q55E92|Q55E92_DICDI		31 kDa		unknown	3	4	0	0	0	0	1	0	0	5	1	0	0	0	0	0
1201	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187732 PE=4 SV=1	tr|Q54JJ7|Q54JJ7_DICDI		212 kDa	true	unknown	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0
1202	true	Empty	Elongation factor Tu domain-containing protein OS=Dictyostelium discoideum GN=eftud1 PE=4 SV=1	tr|Q54WF2|Q54WF2_DICDI		130 kDa	true	unknown	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1
1203	true	Empty	RasGEF domain-containing protein OS=Dictyostelium discoideum GN=gflB PE=4 SV=1	tr|Q54L90|Q54L90_DICDI		178 kDa	true	unknown	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	2
1204	true	Empty	Probable allantoinase 1 OS=Dictyostelium discoideum GN=allB1 PE=3 SV=1	sp|Q54SV3|ALN1_DICDI		72 kDa	true	unknown	0	3	2	0	2	0	3	0	0	1	0	0	0	0	2	1
1205	true	Empty	EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_0203000 PE=4 SV=1	tr|Q556L7|Q556L7_DICDI		156 kDa	true	unknown	1	1	2	0	0	1	4	0	0	0	0	0	0	0	1	2
1206	true	Empty	Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0279613 PE=3 SV=1	tr|Q54WJ9|Q54WJ9_DICDI		65 kDa	true	unknown	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	1
1207	true	Empty	Nicotinate phosphoribosyltransferase OS=Dictyostelium discoideum GN=naprt PE=2 SV=1	sp|Q55G10|PNCB_DICDI		66 kDa	true	unknown	1	3	1	0	1	0	4	0	0	1	0	2	0	0	0	0
1208	true	Empty	Glutaredoxin-3 homolog OS=Dictyostelium discoideum GN=glrx3 PE=3 SV=1	sp|Q86H62|GLRX3_DICDI		27 kDa	true	unknown	1	1	0	0	2	0	0	0	0	2	0	0	0	0	3	1
1209	true	Empty	Actin binding protein OS=Dictyostelium discoideum GN=enlA PE=4 SV=1	tr|Q75JH9|Q75JH9_DICDI		174 kDa	true	unknown	0	0	0	0	1	1	0	0	0	5	1	0	0	0	2	1
1210	true	Empty	UPF0553 protein OS=Dictyostelium discoideum GN=DDB_G0288723 PE=3 SV=1	sp|Q54II8|U553_DICDI		38 kDa	true	unknown	0	2	4	0	1	0	3	0	0	0	0	0	0	0	0	2
1211	true	Empty	26S proteasome non-ATPase regulatory subunit 10 OS=Dictyostelium discoideum GN=psmD10 PE=2 SV=1	sp|Q54HW1|PSD10_DICDI		25 kDa	true	unknown	0	0	2	0	6	1	4	0	0	2	0	0	0	0	2	2
1212	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204139 PE=1 SV=1	tr|Q54U38|Q54U38_DICDI		30 kDa	true	unknown	0	0	0	0	2	1	3	0	0	7	0	3	0	1	2	1
1213	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188832 PE=4 SV=1	tr|Q54G88|Q54G88_DICDI		43 kDa	true	unknown	1	4	2	0	2	0	1	0	0	2	0	0	0	0	1	0
1214	true	Empty	T-complex protein 1 subunit zeta OS=Dictyostelium discoideum GN=cct6 PE=1 SV=1	sp|Q76NU3|TCPZ_DICDI		59 kDa	true	unknown	0	0	1	0	2	0	0	0	0	2	0	3	0	0	0	0
1215	true	Empty	COP9 signalosome complex subunit 8 OS=Dictyostelium discoideum GN=csn8 PE=1 SV=1	sp|Q75K24|CSN8_DICDI		23 kDa	true	unknown	2	2	3	0	3	0	4	0	0	2	0	0	0	0	3	2
1216	true	Empty	Transcription elongation protein nusA (N	sp|P0AFF6|NUSA_ECOLI		55 kDa	true	unknown	1	1	0	0	0	0	0	0	0	0	7	2	0	5	0	0
1217	true	Empty	60S ribosomal protein L37 OS=Dictyostelium discoideum GN=rpl37 PE=3 SV=1	sp|Q54MG6|RL37_DICDI		10 kDa	true	unknown	0	0	3	0	1	0	0	0	0	4	0	1	0	2	2	1
1218	true	Empty	ATP synthase B chain (EC 3.6.3.14).	sp|P0ABA0|ATPF_ECOLI		17 kDa		unknown	0	0	0	4	0	0	0	0	0	0	0	4	0	0	4	5
1219	true	Empty	Beta-ketoacyl synthase family protein OS=Dictyostelium discoideum GN=DDB_0184008 PE=4 SV=1	tr|Q54EB2|Q54EB2_DICDI		118 kDa	true	unknown	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0
1220	true	Empty	Myosin regulatory light chain OS=Dictyostelium discoideum GN=mlcR PE=2 SV=1	sp|P13833|MLR_DICDI		18 kDa	true	unknown	5	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1221	true	Empty	Aerobic glycerol-3-phosphate dehydrogena	sp|P13035|GLPD_ECOLI		57 kDa		unknown	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0
1222	true	Empty	Putative uncharacterized protein ubqK OS=Dictyostelium discoideum GN=ubqK PE=4 SV=1	tr|Q54V68|Q54V68_DICDI		36 kDa	true	unknown	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1
1223	true	Empty	ADP-ribosylation factor-like protein 8 OS=Dictyostelium discoideum GN=arl8 PE=3 SV=1	sp|Q54R04|ARL8_DICDI		21 kDa		unknown	1	1	0	0	2	0	2	0	0	1	1	2	1	1	4	1
1224	true	Empty	Proteasome assembly chaperone 2 OS=Dictyostelium discoideum GN=psmG2 PE=3 SV=1	sp|Q869S8|PSMG2_DICDI		31 kDa		unknown	4	4	1	0	2	0	1	0	0	1	0	0	0	0	1	1
1225	true	Empty	RasGTPase-activating protein OS=Dictyostelium discoideum GN=DG1112 PE=4 SV=1	tr|Q869U6|Q869U6_DICDI		121 kDa	true	unknown	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	2
1226	true	Empty	Putative mediator of RNA polymerase II transcription subunit 12 OS=Dictyostelium discoideum GN=med12 PE=3 SV=2	sp|Q54U49|MED12_DICDI		317 kDa	true	unknown	0	0	0	0	0	1	0	0	0	1	4	0	1	1	0	0
1227	true	Empty	PI-PLC X-box domain-containing protein DDB_G0293730 OS=Dictyostelium discoideum GN=DDB_G0293730 PE=4 SV=2	sp|Q54BH5|Y3730_DICDI		84 kDa	true	unknown	1	2	0	0	1	1	1	0	0	5	1	1	0	0	0	0
1228	true	Empty	ABC transporter F family member 4 OS=Dictyostelium discoideum GN=abcF4 PE=3 SV=1	sp|Q8T6B4|ABCF4_DICDI		130 kDa	true	unknown	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1229	true	Empty	Hydroxymethylglutaryl-CoA synthase A OS=Dictyostelium discoideum GN=hgsA PE=1 SV=2	sp|P54872|HMCSA_DICDI		54 kDa	true	unknown	0	1	0	0	3	3	0	0	0	0	2	0	0	0	2	2
1230	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169005 PE=3 SV=1	tr|Q86L18|Q86L18_DICDI		60 kDa	true	unknown	0	2	4	0	1	0	3	0	0	1	0	0	0	0	0	4
1231	true	Empty	Cathepsin B OS=Dictyostelium discoideum GN=ctsB PE=3 SV=1	sp|Q54QD9|CTSB_DICDI		34 kDa		unknown	1	1	0	1	1	1	2	0	0	1	0	0	0	0	1	1
1232	true	Empty	EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_0188629 PE=4 SV=1	tr|Q54GV4|Q54GV4_DICDI		167 kDa	true	unknown	1	1	1	0	0	1	3	0	0	1	0	0	0	4	0	3
1233	true	Empty	Arrestin domain-containing protein C OS=Dictyostelium discoideum GN=adcC PE=3 SV=1	sp|Q55CH0|ADCC_DICDI		74 kDa	true	unknown	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	4
1234	true	Empty	WD repeat domain phosphoinositide-interacting protein 3 OS=Dictyostelium discoideum GN=wdr45l PE=4 SV=1	tr|Q54SA0|Q54SA0_DICDI		39 kDa	true	unknown	1	1	1	0	1	0	1	0	0	5	0	0	0	0	2	0
1235	true	Empty	Dihydroorotate dehydrogenase OS=Dictyostelium discoideum GN=pyr4 PE=3 SV=2	sp|P07670|PYRD_DICDI		41 kDa		unknown	1	2	3	0	2	1	5	0	0	0	0	0	0	0	1	2
1236	true	Empty	Probable 39S ribosomal protein L21, mitochondrial OS=Dictyostelium discoideum GN=mrpl21 PE=3 SV=1	sp|Q54IF0|RM21_DICDI		19 kDa		unknown	4	4	1	0	0	0	0	0	0	1	1	0	0	1	3	0
1237	true	Empty	Glutathione-dependent formaldehyde-activating, GFA family protein OS=Dictyostelium discoideum GN=DDB_0205205 PE=4 SV=1	tr|Q54VC9|Q54VC9_DICDI		17 kDa		unknown	1	1	3	0	1	0	0	0	0	3	1	1	0	0	1	2
1238	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217077 PE=4 SV=1	tr|Q558Z1|Q558Z1_DICDI		141 kDa	true	unknown	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
1239	true	Empty	Putative uncharacterized protein rfa1 OS=Dictyostelium discoideum GN=rfa1 PE=4 SV=1	tr|Q54HE3|Q54HE3_DICDI		76 kDa	true	unknown	0	0	1	0	1	0	2	0	0	2	2	1	0	1	1	1
1240	true	Empty	Villin headpiece domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0279449 PE=4 SV=1	tr|Q54WT5|Q54WT5_DICDI		121 kDa	true	unknown	1	1	4	0	1	2	0	0	0	1	0	1	0	2	1	1
1241	true	Empty	Mediator of RNA polymerase II transcription subunit 13 OS=Dictyostelium discoideum GN=amiB PE=2 SV=1	sp|Q54S20|MED13_DICDI		299 kDa	true	unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
1242	true	Empty	Aldehyde dehydrogenase A (EC 1.2.1.22) (	sp|P25553|ALDA_ECOLI		52 kDa		unknown	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
1243	true	Empty	SH2 domain-containing protein OS=Dictyostelium discoideum GN=spt6 PE=4 SV=1	tr|Q55A48|Q55A48_DICDI		203 kDa	true	unknown	2	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0
1244	true	Empty	U3 snoRNP protein OS=Dictyostelium discoideum GN=nol6 PE=4 SV=1	rtr|Q54EN2|Q54EN2_DICDI		?	true	unknown	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	2
1245	true	Empty	Probable UDP-glucose:glycoprotein glucosyltransferase A OS=Dictyostelium discoideum GN=ggtA PE=1 SV=2	rsp|Q8T191|UGGG_DICDI		193 kDa	true	unknown	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
1246	true	Empty	Ribosome maturation protein SBDS OS=Dictyostelium discoideum GN=sbds PE=3 SV=2	sp|Q86KZ5|SBDS_DICDI		31 kDa	true	unknown	3	3	1	0	1	1	1	0	0	2	0	1	0	0	2	2
1247	true	Empty	Tubulin-specific chaperone B OS=Dictyostelium discoideum GN=tbcb PE=3 SV=1	sp|Q54Z01|TBCB_DICDI		30 kDa	true	unknown	2	2	1	0	2	1	0	0	0	4	3	0	0	0	1	0
1248	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184242 PE=4 SV=1	rtr|Q54DM6|Q54DM6_DICDI		?	true	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
1249	true	Empty	Lupus La protein OS=Dictyostelium discoideum GN=DDB_0204655 PE=4 SV=1	tr|Q54TG6|Q54TG6_DICDI		40 kDa	true	unknown	0	1	0	0	1	0	4	0	0	1	0	0	0	0	2	2
1250	true	Empty	Probable ethanolamine kinase A OS=Dictyostelium discoideum GN=etnkA PE=3 SV=1	sp|Q869T9|EKIA_DICDI		41 kDa		unknown	2	3	2	0	0	0	9	0	0	0	0	0	0	0	0	2
1251	true	Empty	Beta-xylosidase-like protein OS=Dictyostelium discoideum GN=DDB_0187875 PE=4 SV=1	tr|Q54J53|Q54J53_DICDI		56 kDa	true	unknown	0	3	3	0	1	0	4	0	0	0	2	0	0	0	0	0
1252	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202949 PE=4 SV=1	tr|Q551A9|Q551A9_DICDI		88 kDa	true	unknown	0	4	0	0	0	1	0	0	0	4	0	0	0	0	0	4
1253	true	Empty	Biotin carboxylase (EC 6.3.4.14) (A subu	sp|P24182|ACCC_ECOLI		49 kDa		unknown	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	1
1254	true	Empty	Serine/threonine-protein phosphatase 2A catalytic subunit A OS=Dictyostelium discoideum GN=pho2A PE=1 SV=1	sp|Q9XZE5|PP2AA_DICDI		35 kDa	true	unknown	1	3	3	0	1	1	4	0	0	2	0	0	0	0	2	4
1255	true	Empty	Vacuolin-B OS=Dictyostelium discoideum GN=vacB PE=1 SV=1	sp|Q54WZ2|VACB_DICDI		66 kDa	true	unknown	2	5	0	0	0	0	0	2	0	1	0	1	0	0	0	0
1256	true	Empty	PH domain-containing rcdII OS=Dictyostelium discoideum GN=rcdII PE=2 SV=1	sp|Q54Q72|RDCII_DICDI		52 kDa	true	unknown	1	1	1	1	1	0	1	0	0	0	0	2	0	0	1	1
1257	true	Empty	Uncharacterized protein DDB_G0295473 OS=Dictyostelium discoideum GN=DDB_G0295473 PE=4 SV=1	sp|B0G125|Y5168_DICDI		5 kDa		unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1258	true	Empty	Hybrid signal transduction histidine kinase J OS=Dictyostelium discoideum GN=dhkJ PE=3 SV=2	rsp|Q54YZ9|DHKJ_DICDI		?	true	unknown	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
1259	true	Empty	P-type ATPase OS=Dictyostelium discoideum GN=DDB_G0267924 PE=3 SV=2	tr|Q55FW3|Q55FW3_DICDI		123 kDa	true	unknown	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1260	true	Empty	SH2 domain-containing protein OS=Dictyostelium discoideum GN=spt6 PE=4 SV=1	rtr|Q55A48|Q55A48_DICDI		203 kDa	true	unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1261	true	Empty	Endoplasmic reticulum transmembrane protein YET-like OS=Dictyostelium discoideum GN=DDB_G0287543 PE=3 SV=2	sp|Q54K74|YETL_DICDI		24 kDa	true	unknown	1	1	1	1	3	1	2	0	0	2	3	0	0	1	2	3
1262	true	Empty	Serine/threonine-protein phosphatase 4 catalytic subunit OS=Dictyostelium discoideum GN=ppp4c PE=1 SV=1	sp|Q9Y0B7|PP4C_DICDI		35 kDa	true	unknown	1	3	1	0	2	2	1	0	0	4	0	1	0	0	2	3
1263	true	Empty	ABC transporter ATP-binding protein yjjK	sp|P0A9W3|YJJK_ECOLI		62 kDa		unknown	0	1	0	0	0	0	0	1	0	0	2	3	1	2	0	0
1264	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191758 PE=4 SV=1	tr|Q54CB7|Q54CB7_DICDI		104 kDa	true	unknown	0	0	2	0	4	2	3	0	0	0	2	0	0	0	1	2
1265	true	Empty	Myosin heavy chain kinase A OS=Dictyostelium discoideum GN=mhkA PE=1 SV=2	sp|P42527|MHCKA_DICDI		129 kDa	true	unknown	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0
1266	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186819 PE=4 SV=1	tr|Q54M91|Q54M91_DICDI		92 kDa	true	unknown	0	0	0	0	1	5	0	0	0	3	0	0	0	0	1	4
1267	true	Empty	Sucraseferredoxin-like family protein OS=Dictyostelium discoideum GN=DDB_0191047 PE=4 SV=1	tr|Q55BP2|Q55BP2_DICDI		36 kDa		unknown	0	1	0	0	4	1	3	0	0	3	0	1	0	1	2	0
1268	true	Empty	Probable cysteine desulfurase, mitochondrial OS=Dictyostelium discoideum GN=nfs1 PE=1 SV=1	sp|Q54X04|NFS1_DICDI		50 kDa		unknown	0	0	0	0	2	3	0	0	0	0	1	0	0	0	3	2
1269	true	Empty	Translation initiation factor eIF-2B subunit epsilon OS=Dictyostelium discoideum GN=eif2b5 PE=3 SV=1	sp|Q54RF3|EI2BE_DICDI		80 kDa		unknown	1	1	1	0	1	3	1	0	0	2	0	0	0	0	3	1
1270	true	Empty	Sepiapterin reductase OS=Dictyostelium discoideum GN=sprA PE=1 SV=1	sp|Q54GP3|SPRE_DICDI		30 kDa	true	unknown	3	3	0	0	3	0	1	0	0	4	0	0	0	0	0	3
1271	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167402 PE=3 SV=1	tr|Q869Y3|Q869Y3_DICDI		34 kDa		unknown	4	4	0	0	0	0	3	0	0	0	4	0	0	0	0	3
1272	true	Empty	3-hydroxydecanoyl-[acyl-carrier-protein]	sp|P0A6Q3|FABA_ECOLI		19 kDa		unknown	0	0	1	0	0	0	0	0	0	0	1	5	0	0	0	0
1273	true	Empty	Cytochrome c OS=Dictyostelium discoideum GN=cytC PE=3 SV=1	sp|Q869N1|CYC_DICDI		13 kDa	true	unknown	1	1	3	1	2	0	0	0	0	2	0	0	0	0	1	1
1274	true	Empty	Prohibitin-1, mitochondrial OS=Dictyostelium discoideum GN=phbA PE=3 SV=1	sp|Q54GI9|PHB1_DICDI		30 kDa	true	unknown	1	1	0	0	1	2	5	0	0	0	0	1	0	0	0	1
1275	true	Empty	Seryl-tRNA synthetase (EC 6.1.1.11) (Ser	sp|P0A8L1|SYS_ECOLI		48 kDa		unknown	0	0	0	0	0	0	0	1	0	0	6	3	0	9	0	0
1276	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191881 PE=4 SV=1	tr|Q54BY8|Q54BY8_DICDI		15 kDa		unknown	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	1
1277	true	Empty	Hydrogenase-2 large chain precursor (EC	sp|P0ACE0|MBHM_ECOLI		62 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
1278	true	Empty	SNF2-related domain-containing protein OS=Dictyostelium discoideum GN=DDB_0217572 PE=4 SV=1	tr|Q554U4|Q554U4_DICDI		160 kDa	true	unknown	2	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0
1279	true	Empty	Armadillo-like helical domain-containing protein OS=Dictyostelium discoideum GN=DG1105 PE=4 SV=1	tr|Q54XY4|Q54XY4_DICDI		175 kDa	true	unknown	1	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0
1280	true	Empty	Myosin heavy chain kinase C OS=Dictyostelium discoideum GN=mhkC PE=1 SV=1	sp|Q8MY12|MHCKC_DICDI		86 kDa		unknown	0	0	4	0	1	0	4	0	0	3	0	1	0	0	1	1
1281	true	Empty	Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0168497 PE=4 SV=1	tr|Q75JE7|Q75JE7_DICDI		38 kDa		unknown	1	2	0	0	1	2	4	0	0	0	3	0	0	0	1	1
1282	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188673 PE=4 SV=1	tr|Q54GQ7|Q54GQ7_DICDI		46 kDa	true	unknown	2	2	0	0	1	1	1	0	0	1	1	1	1	0	1	2
1283	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186144 PE=4 SV=1	rtr|Q54P97|Q54P97_DICDI		?	true	unknown	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
1284	true	Empty	Probable adenosine deaminase OS=Dictyostelium discoideum GN=ada PE=3 SV=1	sp|Q54KF3|ADA_DICDI		88 kDa	true	unknown	0	0	0	0	0	1	0	6	0	2	0	1	0	0	0	1
1285	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191736 PE=4 SV=1	tr|Q54CD7|Q54CD7_DICDI		35 kDa	true	unknown	2	2	0	0	2	1	2	0	0	1	2	0	1	0	0	3
1286	true	Empty	Acyl-CoA oxidase OS=Dictyostelium discoideum GN=acoA PE=4 SV=1	tr|Q54RB0|Q54RB0_DICDI		78 kDa	true	unknown	1	3	0	0	2	0	1	0	0	0	1	0	0	0	0	1
1287	true	Empty	Protein NIF3 homolog OS=Dictyostelium discoideum GN=nif3 PE=2 SV=1	sp|Q55E83|NIF3_DICDI		39 kDa	true	unknown	0	1	1	0	2	0	4	0	0	1	1	0	0	0	1	1
1288	true	Empty	Signal recognition particle 72 kDa protein homolog OS=Dictyostelium discoideum GN=srp72 PE=3 SV=1	sp|Q54EP7|SRP72_DICDI		76 kDa		unknown	0	1	2	0	0	2	2	0	0	1	1	0	0	0	0	4
1289	true	Empty	Aldo-keto reductase OS=Dictyostelium discoideum GN=alrE PE=4 SV=1	tr|Q54NR1|Q54NR1_DICDI		33 kDa		unknown	1	1	0	0	0	0	4	0	0	4	0	0	0	0	0	2
1290	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185787 PE=4 SV=1	tr|Q54QA4|Q54QA4_DICDI		84 kDa	true	unknown	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	6
1291	true	Empty	Protein ybbN.	sp|P77395|YBBN_ECOLI		32 kDa		unknown	0	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0
1292	true	Empty	Aspartyl-tRNA synthetase (EC 6.1.1.12) (	sp|P21889|SYD_ECOLI		66 kDa		unknown	0	0	0	0	0	0	0	0	0	1	5	1	0	5	0	0
1293	true	Empty	D-ribose-binding periplasmic protein pre	sp|P02925|RBSB_ECOLI		31 kDa	true	unknown	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0
