long_id	uniprot	mw	is_grouping	spectral_count	bait	condition	z_score_spectral
6-phosphofructokinase OS=Dictyostelium discoideum GN=pfkA PE=2 SV=2	sp|P90521|K6PF_DICDI	92	TRUE	7	Rac1	Normal	-0.0263460985570977
Protein recA (Recombinase A).	sp|P0A7G6|RECA_ECOLI	38	NA	0	Rac1	Normal	-0.137568112290851
Glyoxylase B2 OS=Dictyostelium discoideum GN=gloB2 PE=3 SV=1	sp|Q54EJ5|GLOB2_DICDI	33	TRUE	8	Rac1	Normal	-0.0541516019905361
Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Dictyostelium discoideum GN=pck2 PE=3 SV=1	sp|Q869Z4|PCKGM_DICDI	72	NA	14	Rac1	Normal	0.112681418610094
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202360 PE=4 SV=1	tr|Q55EJ0|Q55EJ0_DICDI	40	TRUE	15	Rac1	Normal	0.223903432343848
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0289265 PE=4 SV=1	tr|Q54HR9|Q54HR9_DICDI	52	NA	8	Rac1	Normal	-0.0541516019905361
Type A von Willebrand factor domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0286613 PE=4 SV=1	tr|Q54LJ4|Q54LJ4_DICDI	284	NA	3	Rac1	Normal	0.00145940487634069
Ras-related protein Rab-8A OS=Dictyostelium discoideum GN=rab8A PE=3 SV=1	sp|P20790|RAB8A_DICDI	23	TRUE	15	Rac1	Normal	-0.0819571054239744
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188987 PE=4 SV=1	tr|Q54FT2|Q54FT2_DICDI	69	TRUE	3	Rac1	Normal	-0.304401132891481
Dihydrolipoyllysine-residue acetyltransf	sp|P06959|ODP2_ECOLI	66	TRUE	4	Rac1	Normal	-0.109762608857413
Neutral alpha-glucosidase AB OS=Dictyostelium discoideum GN=modA PE=3 SV=1	sp|Q94502|GANAB_DICDI	109	NA	9	Rac1	Normal	0.00145940487634069
Putative calpain-like cysteine protease A OS=Dictyostelium discoideum GN=cplA PE=1 SV=1	sp|Q8MUF9|CPLA_DICDI	73	NA	5	Rac1	Normal	-0.193179119157728
Putative uncharacterized protein DDB_G0284097 OS=Dictyostelium discoideum GN=DDB_G0284097 PE=1 SV=1	sp|Q54Q48|Y5844_DICDI	71	NA	12	Rac1	Normal	0.196097928910409
HEAT repeat-containing protein 7A homolog OS=Dictyostelium discoideum GN=heatr7a PE=4 SV=1	sp|Q54F23|HTR7A_DICDI	186	NA	1	Rac1	Normal	-0.16537361572429
PH domain-containing protein DDB_G0274775 OS=Dictyostelium discoideum GN=DDB_G0274775 PE=4 SV=1	sp|Q86IV4|Y4775_DICDI	51	NA	7	Rac1	Normal	-0.248790126024605
Proteasome subunit beta type-5 OS=Dictyostelium discoideum GN=psmB5 PE=1 SV=1	sp|Q54BC8|PSB5_DICDI	30	NA	11	Rac1	Normal	0.0848759151766558
Flavohemoprotein B OS=Dictyostelium discoideum GN=fhbB PE=1 SV=1	sp|Q54D73|FHBB_DICDI	48	NA	3	Rac1	Normal	-0.109762608857413
Phosphatidylinositol transfer protein 1 OS=Dictyostelium discoideum GN=pitA PE=1 SV=1	sp|Q9NCL8|PITP1_DICDI	31	NA	4	Rac1	Normal	-0.137568112290851
Branched-chain-amino-acid aminotransferase OS=Dictyostelium discoideum GN=bcaA PE=3 SV=1	sp|Q54N47|BCAT_DICDI	42	NA	15	Rac1	Normal	0.335125446077601
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206474 PE=4 SV=2	tr|Q54VL9|Q54VL9_DICDI	59	TRUE	17	Rac1	Normal	0.418541956377916
Uncharacterized protein DDB_G0295473 OS=Dictyostelium discoideum GN=DDB_G0295473 PE=4 SV=1	sp|B0G125|Y5168_DICDI	5	NA	0	Rac1	Normal	-0.0541516019905361
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189883 PE=4 SV=1	tr|Q55F70|Q55F70_DICDI	61	NA	7	Rac1	Normal	-0.109762608857413
Eukaryotic translation initiation factor 3 subunit C OS=Dictyostelium discoideum GN=eif3c PE=3 SV=1	sp|Q54X97|EIF3C_DICDI	107	NA	2	Rac1	Normal	-0.16537361572429
Eukaryotic translation initiation factor 3 subunit A OS=Dictyostelium discoideum GN=eif3a PE=1 SV=1	sp|Q86B20|EIF3A_DICDI	120	NA	4	Rac1	Normal	-0.360012139758358
Putative uncharacterized protein sec24l OS=Dictyostelium discoideum GN=sec24l PE=4 SV=2	tr|Q54Z72|Q54Z72_DICDI	128	TRUE	2	Rac1	Normal	-0.137568112290851
Proteasome subunit beta type-2 OS=Dictyostelium discoideum GN=psmB2 PE=3 SV=1	sp|Q55DY7|PSB2_DICDI	22	NA	8	Rac1	Normal	0.0570704117432174
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168714 PE=4 SV=1	tr|Q86IL9|Q86IL9_DICDI	31	NA	18	Rac1	Normal	0.335125446077601
Eukaryotic translation initiation factor 3 subunit M OS=Dictyostelium discoideum GN=eif3m PE=1 SV=1	sp|Q54KZ8|EIF3M_DICDI	47	NA	5	Rac1	Normal	-0.0819571054239744
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204089 PE=4 SV=1	tr|Q54U83|Q54U83_DICDI	43	NA	15	Rac1	Normal	0.168292425476971
Myosin IE heavy chain OS=Dictyostelium discoideum GN=myoE PE=1 SV=2	sp|Q03479|MYOE_DICDI	115	TRUE	7	Rac1	Normal	0.0292649083097791
Serine/threonine-protein phosphatase 6 catalytic subunit OS=Dictyostelium discoideum GN=ppp6c PE=2 SV=2	sp|Q9U9A3|PPP6_DICDI	35	NA	6	Rac1	Normal	-0.0541516019905361
DJ-1/ThiJ/PfpI family protein OS=Dictyostelium discoideum GN=PFP1 PE=4 SV=1	tr|Q869N4|Q869N4_DICDI	21	TRUE	10	Rac1	Normal	0.140486922043533
Glutathione reductase OS=Dictyostelium discoideum GN=gsr PE=3 SV=2	sp|Q8T137|GSHR_DICDI	50	TRUE	7	Rac1	Normal	-0.0263460985570977
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188978 PE=1 SV=1	tr|Q54FU0|Q54FU0_DICDI	16	NA	10	Rac1	Normal	0.112681418610094
60S ribosomal protein L35a OS=Dictyostelium discoideum GN=rpl35a PE=3 SV=1	sp|Q55BN7|RL35A_DICDI	12	TRUE	11	Rac1	Normal	0.223903432343848
LIM-type zinc finger-containing protein OS=Dictyostelium discoideum GN=DDB_G0295683 PE=4 SV=1	tr|B0G198|B0G198_DICDI	187	NA	2	Rac1	Normal	-0.415623146625235
Small glutamine-rich tetratricopeptide repeat-containing protein OS=Dictyostelium discoideum GN=sgt PE=1 SV=1	sp|Q54VG4|SGT_DICDI	37	NA	6	Rac1	Normal	0.0292649083097791
Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Dictyostelium discoideum GN=qprt PE=3 SV=1	sp|Q75JX0|NADC_DICDI	33	NA	8	Rac1	Normal	0.0292649083097791
Probable short/branched chain specific acyl-CoA dehydrogenase OS=Dictyostelium discoideum GN=acadsb PE=3 SV=1	sp|Q54RR5|ACDSB_DICDI	45	NA	5	Rac1	Normal	0.00145940487634069
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0276305 PE=3 SV=1	tr|Q551V0|Q551V0_DICDI	69	TRUE	5	Rac1	Normal	-0.193179119157728
Aminoacylase-1 OS=Dictyostelium discoideum GN=acy1 PE=2 SV=1	sp|Q55DP8|ACY1_DICDI	47	NA	0	Rac1	Normal	-0.443428650058673
60S ribosomal protein L35 OS=Dictyostelium discoideum GN=rpl35 PE=3 SV=1	sp|Q54J23|RL35_DICDI	14	NA	4	Rac1	Normal	0.00145940487634069
Cytidylate kinase OS=Dictyostelium discoideum GN=pyrK PE=1 SV=2	sp|P20425|KCY_DICDI	22	NA	5	Rac1	Normal	-0.137568112290851
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204927 PE=4 SV=1	tr|Q54S30|Q54S30_DICDI	74	NA	9	Rac1	Normal	-0.0263460985570977
Hypoxanthine-guanine phosphoribosyltransferase OS=Dictyostelium discoideum GN=hprT PE=1 SV=1	sp|Q54NJ8|HPRT_DICDI	21	NA	11	Rac1	Normal	0.223903432343848
Proteasome subunit beta type-6 OS=Dictyostelium discoideum GN=psmB6 PE=1 SV=1	sp|Q55GJ6|PSB6_DICDI	23	NA	12	Rac1	Normal	0.168292425476971
Proteasome subunit beta type-3 OS=Dictyostelium discoideum GN=psmB3 PE=3 SV=1	sp|Q55D66|PSB3_DICDI	23	NA	14	Rac1	Normal	0.223903432343848
Cytochrome c oxidase subunit 5 OS=Dictyostelium discoideum GN=cxeA PE=1 SV=3	sp|P29505|COX5_DICDI	13	TRUE	8	Rac1	Normal	0.0848759151766558
Myosin ID heavy chain OS=Dictyostelium discoideum GN=myoD PE=1 SV=2	sp|P34109|MYOD_DICDI	124	TRUE	4	Rac1	Normal	-0.16537361572429
Dynactin 150 kDa subunit OS=Dictyostelium discoideum GN=dynA PE=4 SV=1	tr|Q54VD6|Q54VD6_DICDI	173	NA	5	Rac1	Normal	0.0292649083097791
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203824 PE=4 SV=1	tr|Q551R4|Q551R4_DICDI	231	TRUE	2	Rac1	Normal	-0.137568112290851
Probable serine/threonine-protein kinase kinX OS=Dictyostelium discoideum GN=kinX PE=3 SV=2	sp|Q23915|KINX_DICDI	127	NA	3	Rac1	Normal	-0.137568112290851
NAD+ transhydrogenase OS=Dictyostelium discoideum GN=DDB_G0269046 PE=4 SV=1	tr|Q55F30|Q55F30_DICDI	123	TRUE	1	Rac1	Normal	-0.33220663632492
Reticulon family protein OS=Dictyostelium discoideum GN=rtnlc PE=4 SV=1	tr|Q54CA6|Q54CA6_DICDI	35	NA	5	Rac1	Normal	-0.109762608857413
Carbonic anhydrase OS=Dictyostelium discoideum GN=cahA PE=3 SV=1	tr|Q55BU2|Q55BU2_DICDI	31	NA	9	Rac1	Normal	0.0848759151766558
Proteasome subunit alpha type-4 OS=Dictyostelium discoideum GN=psmA4 PE=2 SV=1	sp|P34119|PSA4_DICDI	28	NA	10	Rac1	Normal	0.0848759151766558
UTP--glucose-1-phosphate uridylyltransferase 1 OS=Dictyostelium discoideum GN=uppA PE=2 SV=2	sp|P08800|UGPA1_DICDI	58	NA	3	Rac1	Normal	-0.0819571054239744
26S protease regulatory subunit 6A homolog OS=Dictyostelium discoideum GN=psmC3 PE=1 SV=1	sp|Q54PN7|PRS6A_DICDI	47	TRUE	4	Rac1	Normal	-0.0263460985570977
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205217 PE=4 SV=1	tr|Q54VB8|Q54VB8_DICDI	33	NA	11	Rac1	Normal	0.112681418610094
Luminal-binding protein 1 OS=Dictyostelium discoideum GN=bip1-1 PE=3 SV=1	sp|Q556U6|BIP1_DICDI	105	NA	6	Rac1	Normal	-0.193179119157728
WD40 repeat-containing protein OS=Dictyostelium discoideum GN=wdr23 PE=4 SV=1	tr|Q54E28|Q54E28_DICDI	77	NA	0	Rac1	Normal	-0.66587267752618
Putative thioredoxin-5 OS=Dictyostelium discoideum GN=trxE PE=3 SV=1	sp|Q54KN7|THIO5_DICDI	12	NA	4	Rac1	Normal	-0.0263460985570977
Phenylalanyl-tRNA synthetase beta chain OS=Dictyostelium discoideum GN=pheSB PE=3 SV=2	sp|Q550D2|SYFB_DICDI	69	NA	3	Rac1	Normal	-0.220984622591166
DOCK family protein OS=Dictyostelium discoideum GN=docB PE=4 SV=1	rtr|Q55BQ8|Q55BQ8_DICDI	244	TRUE	1	Rac1	Normal	-0.0819571054239744
Uncharacterized protein DDB_G0268318 OS=Dictyostelium discoideum GN=DDB_G0268318 PE=4 SV=1	rsp|Q55GE7|Y2120_DICDI	32	NA	0	Rac1	Normal	-0.0541516019905361
50S ribosomal protein L19.	sp|P0A7K6|RL19_ECOLI	13	NA	4	Rac1	Normal	0.0292649083097791
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184242 PE=4 SV=1	rtr|Q54DM6|Q54DM6_DICDI	135	TRUE	0	Rac1	Normal	-0.0541516019905361
Pre-mRNA-processing-splicing factor 8 homolog OS=Dictyostelium discoideum GN=prpf8 PE=3 SV=1	sp|Q8T295|PRP8_DICDI	272	TRUE	2	Rac1	Normal	-0.0263460985570977
DNA-directed RNA polymerase II subunit rpb2 OS=Dictyostelium discoideum GN=polr2b PE=3 SV=1	sp|Q54J75|RPB2_DICDI	132	TRUE	9	Rac1	Normal	0.140486922043533
Probable cytochrome P450 524A1 OS=Dictyostelium discoideum GN=cyp524a1 PE=3 SV=1	sp|Q55EK2|C524A_DICDI	60	NA	2	Rac1	Normal	-0.220984622591166
Group IV decarboxylase OS=Dictyostelium discoideum GN=ddcB PE=1 SV=1	tr|Q75JL7|Q75JL7_DICDI	48	NA	4	Rac1	Normal	-0.137568112290851
Probable importin-5 homolog OS=Dictyostelium discoideum GN=DDB_G0291650 PE=3 SV=1	sp|Q54EW3|IPO5_DICDI	120	TRUE	0	Rac1	Normal	-0.248790126024605
COP9 signalosome complex subunit 6 OS=Dictyostelium discoideum GN=csn6 PE=1 SV=1	sp|Q54C92|CSN6_DICDI	35	NA	6	Rac1	Normal	-0.109762608857413
Isovaleryl-CoA dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=ivdA PE=3 SV=1	tr|Q54W88|Q54W88_DICDI	45	TRUE	2	Rac1	Normal	-0.360012139758358
V-type proton ATPase subunit d OS=Dictyostelium discoideum GN=vatD-1 PE=1 SV=2	sp|P54641|VA0D_DICDI	41	NA	13	Rac1	Normal	0.279514439210724
Glucose-6-phosphate isomerase OS=Dictyostelium discoideum GN=gpi PE=3 SV=1	sp|Q5V9E9|G6PI_DICDI	63	NA	6	Rac1	Normal	-0.109762608857413
Elongation factor G, mitochondrial OS=Dictyostelium discoideum GN=gfm1 PE=3 SV=1	sp|Q55E94|EFGM_DICDI	82	NA	7	Rac1	Normal	0.0570704117432174
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0185652 PE=3 SV=1	tr|Q54QN6|Q54QN6_DICDI	27	NA	18	Rac1	Normal	0.446347459811355
60S ribosomal protein L34 OS=Dictyostelium discoideum GN=rpl34 PE=3 SV=1	sp|Q54LV8|RL34_DICDI	14	NA	14	Rac1	Normal	0.223903432343848
60S ribosomal protein L37 OS=Dictyostelium discoideum GN=rpl37 PE=3 SV=1	sp|Q54MG6|RL37_DICDI	10	NA	12	Rac1	Normal	0.251708935777286
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0288519 PE=4 SV=1	tr|Q54IU1|Q54IU1_DICDI	52	TRUE	8	Rac1	Normal	0.0570704117432174
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167407 PE=4 SV=1	tr|Q86I47|Q86I47_DICDI	34	NA	9	Rac1	Normal	0.0848759151766558
Ras GTPase-activating-like protein gapA OS=Dictyostelium discoideum GN=gapA PE=1 SV=1	sp|O00899|GAPA_DICDI	99	TRUE	8	Rac1	Normal	0.0292649083097791
V-type proton ATPase subunit D OS=Dictyostelium discoideum GN=atp6v1d PE=1 SV=1	sp|Q86A77|VATD_DICDI	29	NA	1	Rac1	Normal	-0.109762608857413
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0219348 PE=4 SV=1	tr|Q54IW4|Q54IW4_DICDI	75	NA	10	Rac1	Normal	0.0570704117432174
Leucine-rich repeat protein lrrA OS=Dictyostelium discoideum GN=lrrA PE=1 SV=1	sp|Q54AX5|LRRA_DICDI	57	TRUE	8	Rac1	Normal	-0.0819571054239744
Calcium up-regulated protein F OS=Dictyostelium discoideum GN=cupF PE=2 SV=2	sp|Q7Z1I0|CUPF_DICDI	85	TRUE	9	Rac1	Normal	0.0570704117432174
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204282 PE=4 SV=1	tr|Q54T96|Q54T96_DICDI	70	TRUE	2	Rac1	Normal	-0.137568112290851
Alcohol dehydrogenase class-3 OS=Dictyostelium discoideum GN=adh5 PE=3 SV=1	sp|Q54TC2|ADHX_DICDI	41	TRUE	10	Rac1	Normal	0.112681418610094
Probable ornithine decarboxylase OS=Dictyostelium discoideum GN=odc PE=3 SV=1	sp|Q54UF3|DCOR_DICDI	52	NA	10	Rac1	Normal	0.140486922043533
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0167345 PE=3 SV=1	tr|Q869L6|Q869L6_DICDI	32	TRUE	6	Rac1	Normal	-0.193179119157728
Myosin light chain kinase A OS=Dictyostelium discoideum GN=mlkA PE=1 SV=2	sp|P25323|MYLKA_DICDI	33	TRUE	10	Rac1	Normal	0.168292425476971
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188084 PE=4 SV=1	tr|Q54II1|Q54II1_DICDI	74	NA	10	Rac1	Normal	-0.0819571054239744
Importin subunit alpha-B OS=Dictyostelium discoideum GN=DDB_G0272318 PE=3 SV=1	sp|Q76P29|IMAB_DICDI	58	TRUE	13	Rac1	Normal	0.279514439210724
Prolyl-tRNA synthetase OS=Dictyostelium discoideum GN=proS PE=3 SV=1	tr|Q54Q07|Q54Q07_DICDI	62	NA	9	Rac1	Normal	-0.109762608857413
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185931 PE=4 SV=1	tr|Q54PW3|Q54PW3_DICDI	106	NA	5	Rac1	Normal	-0.220984622591166
ATP synthase subunit O, mitochondrial OS=Dictyostelium discoideum GN=atp5O PE=3 SV=1	sp|Q54RA8|ATPO_DICDI	33	NA	4	Rac1	Normal	-0.248790126024605
NEDD8-activating enzyme E1 regulatory subunit OS=Dictyostelium discoideum GN=nae1 PE=3 SV=1	sp|Q54JM3|ULA1_DICDI	59	NA	3	Rac1	Normal	-0.16537361572429
DEAD/DEAH box helicase OS=Dictyostelium discoideum GN=uap56 PE=4 SV=1	tr|Q55CR6|Q55CR6_DICDI	48	TRUE	5	Rac1	Normal	-0.0541516019905361
Peptidyl-prolyl cis-trans isomerase D, mitochondrial OS=Dictyostelium discoideum GN=cypD PE=1 SV=1	sp|Q9UA41|PPID_DICDI	19	NA	10	Rac1	Normal	0.168292425476971
Pyruvate dehydrogenase E1 component (EC	sp|P0AFG8|ODP1_ECOLI	100	TRUE	4	Rac1	Normal	-0.0541516019905361
COP9 signalosome complex subunit 4 OS=Dictyostelium discoideum GN=csn4 PE=2 SV=1	sp|Q54B82|CSN4_DICDI	45	NA	1	Rac1	Normal	-0.193179119157728
Probable polyketide synthase 18 OS=Dictyostelium discoideum GN=pks18 PE=2 SV=1	rsp|Q54TW0|PKS18_DICDI	340	TRUE	1	Rac1	Normal	-0.0263460985570977
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205220 PE=4 SV=1	tr|Q54VB5|Q54VB5_DICDI	200	NA	4	Rac1	Normal	0.00145940487634069
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185278 PE=4 SV=1	rtr|Q54RS8|Q54RS8_DICDI	108	NA	0	Rac1	Normal	-0.0541516019905361
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0288521 PE=3 SV=1	tr|Q54IU0|Q54IU0_DICDI	55	NA	8	Rac1	Normal	0.0570704117432174
Ras-related protein Rab-32A OS=Dictyostelium discoideum GN=rab32A PE=1 SV=1	sp|Q54QR3|RB32A_DICDI	25	TRUE	3	Rac1	Normal	-0.109762608857413
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205795 PE=4 SV=1	tr|Q54WR3|Q54WR3_DICDI	155	NA	3	Rac1	Normal	-0.304401132891481
Counting factor associated protein D OS=Dictyostelium discoideum GN=cfaD PE=1 SV=1	sp|Q54TR1|CFAD_DICDI	59	NA	5	Rac1	Normal	0.0570704117432174
HAD superfamily hydrolase-like, type 3 OS=Dictyostelium discoideum GN=DDB_0169374 PE=4 SV=1	tr|Q86KT5|Q86KT5_DICDI	33	NA	11	Rac1	Normal	0.168292425476971
3-hydroxybutyryl-CoA dehydratase-like protein, mitochondrial OS=Dictyostelium discoideum GN=DDB_G0271866 PE=3 SV=1	sp|Q869N6|CRTL_DICDI	33	TRUE	12	Rac1	Normal	0.168292425476971
Developmentally-regulated GTP-binding protein 1 homolog OS=Dictyostelium discoideum GN=drg1 PE=3 SV=1	sp|Q54HP3|DRG1_DICDI	41	TRUE	5	Rac1	Normal	-0.109762608857413
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217007 PE=4 SV=1	tr|Q75JT6|Q75JT6_DICDI	36	NA	5	Rac1	Normal	0.0570704117432174
Amidophosphoribosyltransferase OS=Dictyostelium discoideum GN=purF PE=3 SV=1	sp|Q86A85|PUR1_DICDI	57	NA	7	Rac1	Normal	0.0848759151766558
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0270028 PE=4 SV=1	tr|Q55CJ9|Q55CJ9_DICDI	54	NA	11	Rac1	Normal	0.196097928910409
Histidyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=hisS PE=3 SV=1	sp|Q86AS6|SYHC_DICDI	54	NA	7	Rac1	Normal	0.112681418610094
Elongation factor Ts, mitochondrial OS=Dictyostelium discoideum GN=tsfm PE=3 SV=1	sp|Q54LV3|EFTS_DICDI	40	NA	9	Rac1	Normal	0.112681418610094
LIM domain-containing protein C OS=Dictyostelium discoideum GN=limC PE=2 SV=1	sp|Q9BIW5|LIMC_DICDI	21	NA	8	Rac1	Normal	0.0570704117432174
Ankyrin repeat-containing protein OS=Dictyostelium discoideum GN=DDB_G0289141 PE=4 SV=2	tr|Q54HY5|Q54HY5_DICDI	197	NA	6	Rac1	Normal	0.0848759151766558
Putative vacuolar protein sorting-associated protein 13A OS=Dictyostelium discoideum GN=vps13A PE=2 SV=1	sp|Q54LB8|VP13A_DICDI	380	TRUE	2	Rac1	Normal	-0.0263460985570977
Protein VASP homolog OS=Dictyostelium discoideum GN=vasp PE=1 SV=1	sp|Q5TJ65|VASP_DICDI	39	NA	10	Rac1	Normal	0.196097928910409
5-oxoprolinase OS=Dictyostelium discoideum GN=oplah PE=3 SV=2	sp|Q54NW6|OPLA_DICDI	139	TRUE	6	Rac1	Normal	0.0292649083097791
Integrin beta-like protein A OS=Dictyostelium discoideum GN=sibA PE=1 SV=2	sp|Q54KF7|SIBA_DICDI	208	TRUE	5	Rac1	Normal	0.0570704117432174
SH2 domain-containing protein OS=Dictyostelium discoideum GN=spt6 PE=4 SV=1	tr|Q55A48|Q55A48_DICDI	203	TRUE	1	Rac1	Normal	-0.0263460985570977
Fumarylacetoacetase OS=Dictyostelium discoideum GN=fah PE=3 SV=1	sp|Q1ZXQ1|FAAA_DICDI	47	NA	2	Rac1	Normal	-0.16537361572429
Ubiquinol-cytochrome c reductase iron-sulfur subunit (Fragment) OS=Dictyostelium discoideum GN=ucr PE=3 SV=2	tr|Q54NW9|Q54NW9_DICDI	23	NA	10	Rac1	Normal	0.112681418610094
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188436 PE=3 SV=1	tr|Q54HG8|Q54HG8_DICDI	71	TRUE	3	Rac1	Normal	-0.16537361572429
Putative phosphatidylglycerol/phosphatidylinositol transfer protein DDB_G0278295 OS=Dictyostelium discoideum GN=DDB_G0278295 PE=2 SV=1	sp|Q54YD2|Y8295_DICDI	15	NA	10	Rac1	Normal	0.168292425476971
Putative ras-related protein Rab-5B OS=Dictyostelium discoideum GN=rab5B PE=5 SV=1	sp|Q54RX9|RAB5B_DICDI	23	NA	1	Rac1	Normal	-0.16537361572429
1,4-alpha-glucan-branching enzyme OS=Dictyostelium discoideum GN=glgB PE=3 SV=1	sp|Q555Q9|GLGB_DICDI	79	NA	6	Rac1	Normal	-0.0819571054239744
3'(2'),5'-bisphosphate nucleotidase OS=Dictyostelium discoideum GN=DDB_G0268652 PE=3 SV=1	sp|Q55F34|DPNP_DICDI	37	TRUE	8	Rac1	Normal	0.112681418610094
Acyl-CoA oxidase OS=Dictyostelium discoideum GN=DDB_0169464 PE=4 SV=1	tr|Q75JL8|Q75JL8_DICDI	70	NA	10	Rac1	Normal	0.168292425476971
Esterase/lipase/thioesterase domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0283915 PE=4 SV=1	tr|Q54QE7|Q54QE7_DICDI	26	NA	15	Rac1	Normal	0.223903432343848
Endothelial monocyte-activating polypeptide II pro-EMAP II family protein OS=Dictyostelium discoideum GN=DDB_G0291926 PE=4 SV=1	tr|Q54DX3|Q54DX3_DICDI	41	NA	1	Rac1	Normal	-0.276595629458043
Tetratricopeptide-like helical domain-containing protein OS=Dictyostelium discoideum GN=ppiD PE=4 SV=1	tr|Q54QS2|Q54QS2_DICDI	39	NA	8	Rac1	Normal	0.168292425476971
Electron transfer flavoprotein subunit beta OS=Dictyostelium discoideum GN=etfb PE=3 SV=1	sp|Q54YZ4|ETFB_DICDI	27	NA	4	Rac1	Normal	0.00145940487634069
Acyl-protein thioesterase 1 homolog 2 OS=Dictyostelium discoideum GN=DDB_G0268064 PE=2 SV=1	sp|Q55FK4|APT12_DICDI	25	TRUE	12	Rac1	Normal	0.223903432343848
Peroxisomal acyl-coenzyme A oxidase 1 OS=Dictyostelium discoideum GN=acox1 PE=3 SV=1	sp|Q54GQ6|ACOX1_DICDI	80	TRUE	7	Rac1	Normal	-0.109762608857413
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit swp1 OS=Dictyostelium discoideum GN=swp1 PE=3 SV=1	sp|Q54HG9|RPN2_DICDI	76	NA	1	Rac1	Normal	-0.49903965692555
Hypothetical protein yegK.	sp|P76395|YEGK_ECOLI	27	NA	10	Rac1	Normal	0.112681418610094
RNA-binding region RNP-1 domain-containing protein OS=Dictyostelium discoideum GN=DDB_0183926 PE=4 SV=1	rtr|Q54EJ3|Q54EJ3_DICDI	53	NA	3	Rac1	Normal	0.00145940487634069
Adenylate cyclase B OS=Dictyostelium fasciculatum GN=AcrA PE=4 SV=1	rtr|D0FHI8|D0FHI8_9MYCE	184	TRUE	0	Rac1	Normal	-0.0541516019905361
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204561 PE=1 SV=1	tr|Q54TQ6|Q54TQ6_DICDI	31	TRUE	1	Rac1	Normal	-0.0541516019905361
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218384 PE=4 SV=1	tr|Q54SF2|Q54SF2_DICDI	40	NA	11	Rac1	Normal	0.196097928910409
Myosin IB heavy chain OS=Dictyostelium discoideum GN=myoB PE=1 SV=2	sp|P34092|MYOB_DICDI	124	TRUE	6	Rac1	Normal	-0.0541516019905361
Adenylosuccinate lyase OS=Dictyostelium discoideum GN=purB PE=3 SV=1	sp|Q54J34|PUR8_DICDI	53	TRUE	4	Rac1	Normal	-0.0541516019905361
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216612 PE=4 SV=1	tr|Q55F29|Q55F29_DICDI	76	NA	0	Rac1	Normal	-0.304401132891481
Phosphoglucomutase-1 OS=Dictyostelium discoideum GN=pgmA PE=2 SV=1	sp|Q23919|PGM1_DICDI	63	TRUE	9	Rac1	Normal	0.0570704117432174
Xanthine dehydrogenase OS=Dictyostelium discoideum GN=xdh PE=3 SV=1	sp|Q54FB7|XDH_DICDI	150	NA	4	Rac1	Normal	-0.109762608857413
WASH complex subunit strumpellin homolog OS=Dictyostelium discoideum GN=DDB_G0288569 PE=1 SV=1	sp|Q54IR8|STRUM_DICDI	135	TRUE	3	Rac1	Normal	-0.109762608857413
